# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 12 Manufacturer: Google Model: Pixel 6
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,2289780,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,4,0.0,16431,309704929185251,9,50.162139892578125,84.67745424144414,0.15,29,593.1744368126133,4.82100440422073E-4,1.57542003E9,,,,0,,1,18.320785522460938,1.57542003E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,8,0.0,16431,309704924632504,11,45.334938049316406,-747.2804218488359,0.15,29,-5436.013405850942,7.972944877110422E-4,1.57542003E9,,,,0,,1,18.320785522460938,1.57542003E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,9,0.0,16431,309704925312540,12,47.02010726928711,-339.1000270105062,0.15,29,-2473.096998326943,6.922120810486376E-4,1.57542003E9,,,,0,,1,18.320785522460938,1.57542003E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,16,0.0,16431,309704931465888,7,52.29849624633789,109.81968194945722,0.15,29,784.7419617634771,3.769811009988189E-4,1.57542003E9,,,,0,,1,18.320785522460938,1.57542003E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,26,0.0,16431,309704927789237,9,49.606746673583984,319.7284789492669,0.15,29,2334.4327031270727,5.139336572028697E-4,1.57542003E9,,,,0,,1,18.320785522460938,1.57542003E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,27,0.0,16431,309704931634903,7,53.39462661743164,-418.0036404573341,0.15,29,-3052.8191041288474,3.322868433315307E-4,1.57542003E9,,,,0,,1,18.320785522460938,1.57542003E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,4,0.0,81921,309704929185801,8,45.964874267578125,84.66739991676991,0.15,29,877.3960587174396,0.0010347214993089437,1.17645005E9,,,,0,,1,13.544873237609863,1.17645005E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,8,0.0,81921,309704924633063,8,40.99674987792969,-747.3518586777077,0.15,29,-7792.263657173684,0.001739205908961594,1.17645005E9,,,,0,,1,13.544873237609863,1.17645005E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,9,0.0,81921,309704925313090,6,43.435611724853516,-339.06584230661383,0.15,29,-3539.3836052078614,0.001313433051109314,1.17645005E9,,,,1,,1,13.544873237609863,1.17645005E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,26,0.0,81921,309704927789795,8,45.55438995361328,319.72783138259297,0.15,29,3335.47145054108,0.0010847952216863632,1.17645005E9,,,,0,,1,13.544873237609863,1.17645005E9
Raw,2289781,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,27,0.0,81921,309704931635462,8,48.2083740234375,-418.0024816538123,0.15,29,-4361.000268679316,7.991871098056436E-4,1.17645005E9,,,,0,,1,13.544873237609863,1.17645005E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,2,0.0,32867,61286925358898,33,51.03757095336914,621.1988496094382,0.15,21,4858.40594399295,0.09412903366689027,1.59975002E9,,,,0,,3,39.110958099365234,1.59975002E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,13,0.0,32769,61286930771725,595,42.581729888916016,-403.4026820005056,0.15,16,-147.46943161591707,3.4028234663852886E38,1.60087501E9,,,,1,,3,39.110958099365234,1.60087501E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,12,0.0,32867,61286932113639,33,54.6711311340332,83.1531589765321,0.15,21,591.8948569378805,0.0938832596913574,1.60143744E9,,,,0,,3,39.110958099365234,1.60143744E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,3,0.0,32867,61286928526985,33,52.81505584716797,53.719383371457496,0.15,21,374.57619861607475,0.0937529102968484,1.60481254E9,,,,0,,3,39.110958099365234,1.60481254E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,194,0.0,16431,309704868281439,8,51.3572883605957,-88.22162073033815,0.15,29,-641.0315815803353,4.201265110168606E-4,1.57542003E9,,,,0,,4,18.320785522460938,1.57542003E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,195,0.0,16431,309704872672852,13,45.96101760864258,-116.70325604907032,0.15,29,-839.5964046620956,7.819763850420713E-4,1.57542003E9,,,,0,,4,18.320785522460938,1.57542003E9
Raw,2289782,7530000000,,,-1348408897469509500,0.0,9.60237965280647,,,24,199,0.0,16431,309704874122924,15,41.579673767089844,-91.88011681963792,0.15,29,-665.6415507976111,0.0012285195989534259,1.57542003E9,,,,0,,4,18.320785522460938,1.57542003E9
